,rank,title,budget,IMDB_id,revenue,domesticRevenue,percentage,foreign,percentage2,bo_year
95,96,Stick,0,tt0090073,8489518,8489518,100,-,-,1985
96,97,Twice in a Lifetime,0,tt0090223,8402424,8402424,100,-,-,1985
97,98,Fantasia 1985 Re-release,0,tt0032455,8194726,8194726,100,-,-,1985
98,99,D.A.R.Y.L.,0,tt0088979,7840873,7840873,100,-,-,1985
99,100,Runaway Train,0,tt0089941,7683620,7683620,100,-,-,1985
100,101,He-Man and She-Ra The Secret of the Sword,0,tt0089984,7660857,7660857,100,-,-,1985
101,102,Into the Night,0,tt0089346,7562164,7562164,100,-,-,1985
102,103,The Trip to Bountiful,0,tt0090203,7491903,7491903,100,-,-,1985
103,104,Transylvania 6-5000,0,tt0090196,7196872,7196872,100,-,-,1985
104,105,Red Sonja,0,tt0089893,6948633,6948633,100,-,-,1985
105,106,Here Come the Littles,0,tt0089272,6565359,6565359,100,-,-,1985
106,107,Girls Just Want to Have Fun,0,tt0089208,6326051,6326051,100,-,-,1985
107,108,Plenty,0,tt0089816,6148000,6148000,100,-,-,1985
108,109,Rustlers Rhapsody,0,tt0089945,6090497,6090497,100,-,-,1985
109,110,Heaven Help Us,0,tt0089264,6070794,6070794,100,-,-,1985
110,111,Gymkata,0,tt0089243,5730596,5730596,100,-,-,1985
111,112,Avenging Angel,0,tt0088757,5622787,5622787,100,-,-,1985
112,113,Creator,0,tt0088960,5349607,5349607,100,-,-,1985
113,114,King David,0,tt0089420,5111099,5111099,100,-,-,1985
114,115,Day of the Dead,3500000,tt0088993,5000000,5000000,100,-,-,1985
115,116,Gremlins 1985 Re-release,0,tt0087363,4914643,4914643,100,-,-,1985
116,117,Rainbow Brite and the Star Stealer,0,tt0089877,4889971,4889971,100,-,-,1985
117,118,The Company of Wolves,2000000,tt0087075,4389334,4389334,100,-,-,1985
118,119,The Mean Season,0,tt0089572,4349446,4349446,100,-,-,1985
119,120,Thats Dancing,0,tt0090152,4210938,4210938,100,-,-,1985
120,121,My Science Project,0,tt0089652,4122748,4122748,100,-,-,1985
121,122,Godzilla 1985,0,tt0087344,4116395,4116395,100,-,-,1985
122,123,The Heavenly Kid,0,tt0089265,3852271,3852271,100,-,-,1985
123,124,Ran,0,tt0089881,3607393,3607393,100,-,-,1985
124,125,Turk 182,0,tt0090217,3594997,3594997,100,-,-,1985
125,126,The Bride,0,tt0088851,3558669,3558669,100,-,-,1985
126,127,Starchaser The Legend of Orin,0,tt0090065,3360800,3360800,100,-,-,1985
127,128,Fraternity Vacation,0,tt0089167,3333306,3333306,100,-,-,1985
128,129,The Legend of Billie Jean,0,tt0089470,3099497,3099497,100,-,-,1985
129,130,Rappin,0,tt0089883,2864844,2864844,100,-,-,1985
130,131,Fast Forward,0,tt0089129,2791350,2791350,100,-,-,1985
131,132,Hot Moves,0,tt0089304,2732684,2732684,100,-,-,1985
132,133,Bad Medicine,0,tt0088765,2685453,2685453,100,-,-,1985
133,134,Maxie,0,tt0089569,2564278,2564278,100,-,-,1985
134,135,A Private Function,0,tt0089838,2527088,2527088,100,-,-,1985
135,136,Marie,0,tt0089555,2507995,2507995,100,-,-,1985
136,137,Dance with a Stranger,0,tt0088987,2174622,2174622,100,-,-,1985
137,138,Blood Simple,0,tt0086979,2150000,2150000,100,-,-,1985
138,139,The Quiet Earth,0,tt0089869,2123135,2123135,100,-,-,1985
139,140,Re-Animator,900000,tt0089885,2023414,2023414,100,-,-,1985
140,141,Warning Sign,0,tt0090293,1918117,1918117,100,-,-,1985
141,142,Bring on the Night,0,tt0088855,1890571,1890571,100,-,-,1985
142,143,The Sluggers Wife,0,tt0090036,1878561,1878561,100,-,-,1985
143,144,Heavenly Bodies,0,tt0087399,1839623,1839623,100,-,-,1985
144,145,American Flyers,0,tt0088707,1420355,1420355,100,-,-,1985
145,146,Certain Fury,0,tt0088895,1381091,1381091,100,-,-,1985
146,147,The Perils of Gwendoline in the Land of the Yik Yak,0,tt0087903,1337274,1337274,100,-,-,1985
147,148,The Aviator,0,tt0088758,1304192,1304192,100,-,-,1985
148,149,Wetherby,0,tt0090310,1299985,1299985,100,-,-,1985
149,150,Dreamchild,0,tt0089052,1215923,1215923,100,-,-,1985
150,151,DEFCON-4,0,tt0087130,1057064,1057064,100,-,-,1985
151,152,The Protector,0,tt0089847,981817,981817,100,-,-,1985
152,153,The Hit,0,tt0087414,876775,876775,100,-,-,1985
153,154,Fool for Love,0,tt0089160,836156,836156,100,-,-,1985
154,155,Lust in the Dust,0,tt0089523,727639,727639,100,-,-,1985
155,156,Pumping Iron II The Women,0,tt0089852,628050,628050,100,-,-,1985
156,157,Fever Pitch,0,tt0089139,618847,618847,100,-,-,1985
157,158,Code Name Emerald,0,tt0088934,561548,561548,100,-,-,1985
158,159,Joshua Then and Now,0,tt0089383,542420,542420,100,-,-,1985
159,160,Mishima A Life in Four Chapters,0,tt0089603,502758,437547,87,65211,13,1985
160,161,Morons from Outer Space,0,tt0089622,441137,441137,100,-,-,1985
161,162,The Holcroft Covenant,0,tt0089283,393825,393825,100,-,-,1985
162,163,Subway,0,tt0090095,390659,390659,100,-,-,1985
163,164,Sylvester,0,tt0090112,385687,385687,100,-,-,1985
164,165,Movers  Shakers,0,tt0089628,372438,372438,100,-,-,1985
165,166,Revolution,28000000,tt0089913,358574,358574,100,-,-,1985
166,167,Private Resort,0,tt0089839,331816,331816,100,-,-,1985
167,168,Eleni,0,tt0089079,305102,305102,100,-,-,1985
168,169,The New Kids,0,tt0089679,199108,199108,100,-,-,1985
169,170,The Bay Boy,0,tt0086942,162364,162364,100,-,-,1985
170,171,The Doctor and the Devils,0,tt0089034,147070,147070,100,-,-,1985
171,172,Petit Con,0,tt0086070,127426,127426,100,-,-,1985
172,173,Almost You,0,tt0086876,95000,95000,100,-,-,1985
173,174,Fandango,0,tt0089126,91666,91666,100,-,-,1985
174,175,Wild Geese II,0,tt0090323,69342,69342,100,-,-,1985
175,176,The Official Story,0,tt0089276,29426,29426,100,-,-,1985
176,177,Trouble in Mind,0,tt0090209,19632,19632,100,-,-,1985
177,178,Smooth Talk,0,tt0090037,16785,16785,100,-,-,1985
178,179,When Father Was Away on Business,0,tt0089748,16131,16131,100,-,-,1985
179,180,Colonel Redl,0,tt0089716,2357,2357,100,-,-,1985
0,1,Top Gun,0,tt0092099,176781728,176781728,100,-,-,1986
1,2,Crocodile Dundee,0,tt0090555,174803506,174803506,100,-,-,1986
2,3,Platoon,6000000,tt0091763,138545632,138530565,100,15067,0.1,1986
3,4,The Karate Kid Part II,0,tt0091326,115103979,115103979,100,-,-,1986
4,5,Star Trek IV The Voyage Home,0,tt0092007,109713132,109713132,100,-,-,1986
5,6,Back to School,0,tt0090685,91258000,91258000,100,-,-,1986
6,7,Aliens,0,tt0090605,85160248,85160248,100,-,-,1986
7,8,The Golden Child,0,tt0091129,79817937,79817937,100,-,-,1986
8,9,Ruthless People,0,tt0091877,71624879,71624879,100,-,-,1986
9,10,Ferris Buellers Day Off,0,tt0091042,70712677,70136369,99.2,576308,0.8,1986
10,11,Down and Out in Beverly Hills,14000000,tt0090966,62134225,62134225,100,-,-,1986
11,12,The Color of Money,0,tt0090863,52293982,52293982,100,-,-,1986
12,13,Stand by Me,0,tt0092005,52287414,52287414,100,-,-,1986
13,14,Legal Eagles,0,tt0091396,49851591,49851591,100,-,-,1986
14,15,Cobra,0,tt0090859,49042224,49042224,100,-,-,1986
15,16,An American Tail,0,tt0090633,47483002,47483002,100,-,-,1986
16,17,Police Academy 3 Back in Training,0,tt0091777,43579163,43579163,100,-,-,1986
17,18,Heartbreak Ridge,0,tt0091187,42724017,42724017,100,-,-,1986
18,19,Peggy Sue Got Married,0,tt0091738,41382841,41382841,100,-,-,1986
19,20,Poltergeist II The Other Side,0,tt0091778,40996665,40996665,100,-,-,1986
20,21,Short Circuit,0,tt0091949,40697761,40697761,100,-,-,1986
21,22,Pretty in Pink,0,tt0091790,40471663,40471663,100,-,-,1986
22,23,The Fly,0,tt0091064,40456565,40456565,100,-,-,1986
23,24,Three Amigos,0,tt0092086,39246734,39246734,100,-,-,1986
24,25,Little Shop of Horrors,0,tt0091419,38748395,38748395,100,-,-,1986
25,26,About Last Night,0,tt0090583,38702310,38702310,100,-,-,1986
26,27,Running Scared,0,tt0091875,38500726,38500726,100,-,-,1986
27,28,The Money Pit,0,tt0091541,37499651,37499651,100,-,-,1986
28,29,Gung Ho,0,tt0091159,36611610,36611610,100,-,-,1986
29,30,Hannah and Her Sisters,0,tt0091167,35392203,35392203,100,-,-,1986
30,31,Nothing in Common,0,tt0091653,32324557,32324557,100,-,-,1986
31,32,Children of a Lesser God,0,tt0090830,31853080,31853080,100,-,-,1986
32,33,Lady and the Tramp 1986 Re-release,0,tt0048280,31129082,31129082,100,-,-,1986
33,34,Jumpin Jack Flash,0,tt0091306,29844101,29844101,100,-,-,1986
34,35,Hoosiers,0,tt0091217,28607524,28607524,100,-,-,1986
35,36,Soul Man,0,tt0091991,27820000,27820000,100,-,-,1986
36,37,Wildcats,0,tt0092214,26285544,26285544,100,-,-,1986
37,38,The Great Mouse Detective,14000000,tt0091149,25336794,25336794,100,-,-,1986
38,39,Heartburn,0,tt0091188,25314189,25314189,100,-,-,1986
39,40,The Morning After,0,tt0091554,25147055,25147055,100,-,-,1986
40,41,Iron Eagle,0,tt0091278,24159872,24159872,100,-,-,1986
41,42,Crimes of the Heart,0,tt0090886,22905522,22905522,100,-,-,1986
42,43,Tough Guys,0,tt0092105,21458229,21458229,100,-,-,1986
43,44,A Room with a View,3000000,tt0091867,21040317,20966644,99.6,73673,0.4,1986
44,45,FX,0,tt0089118,20603715,20603715,100,-,-,1986
45,46,Friday the 13th Part VI Jason Lives,0,tt0091080,19472057,19472057,100,-,-,1986
46,47,House,0,tt0091223,19444631,19444631,100,-,-,1986
47,48,Flight of the Navigator,0,tt0091059,18564613,18564613,100,-,-,1986
48,49,Jo Jo Dancer Your Life Is Calling,0,tt0091295,18034150,18034150,100,-,-,1986
49,50,The Delta Force,0,tt0090927,17768900,17768900,100,-,-,1986
50,51,Song of the South 1986 Re-release,0,tt0038969,17659346,17659346,100,-,-,1986
51,52,The Mission,0,tt0091530,17218023,17218023,100,-,-,1986
52,53,Howard the Duck,37000000,tt0091225,16295774,16295774,100,-,-,1986
53,54,Raw Deal,0,tt0091828,16209459,16209459,100,-,-,1986
54,55,Armed and Dangerous,0,tt0090660,15945534,15945534,100,-,-,1986
55,56,Legend,0,tt0089469,15502112,15502112,100,-,-,1986
56,57,Youngblood,0,tt0092272,15448384,15448384,100,-,-,1986
57,58,Sleeping Beauty 1986 Re-release,0,tt0053285,15120195,15120195,100,-,-,1986
58,59,Psycho III,0,tt0091799,14481606,14481606,100,-,-,1986
59,60,The Mosquito Coast,0,tt0091557,14302779,14302779,100,-,-,1986
60,61,Sweet Liberty,0,tt0092035,14205021,14205021,100,-,-,1986
61,62,One Crazy Summer,0,tt0091680,13431806,13431806,100,-,-,1986
62,63,Extremities,0,tt0091024,13418091,13418091,100,-,-,1986
63,64,Critters,0,tt0090887,13167232,13167232,100,-,-,1986
64,65,April Fools Day,0,tt0090655,12947763,12947763,100,-,-,1986
65,66,Labyrinth,0,tt0091369,12906759,12729917,98.6,176842,1.4,1986
66,67,Club Paradise,0,tt0090856,12308521,12308521,100,-,-,1986
67,68,No Mercy,0,tt0091637,12303904,12303904,100,-,-,1986
68,69,Brighton Beach Memoirs,0,tt0090774,11957943,11957943,100,-,-,1986
69,70,Firewalker,0,tt0091055,11949484,11949484,100,-,-,1986
70,71,Big Trouble in Little China,0,tt0090728,11100000,11100000,100,-,-,1986
71,72,Under the Cherry Moon,0,tt0092133,10090429,10090429,100,-,-,1986
72,73,Murphys Law,0,tt0091575,9947631,9947631,100,-,-,1986
73,74,SpaceCamp,0,tt0091993,9697739,9697739,100,-,-,1986
74,75,Deadly Friend,0,tt0090917,8988731,8988731,100,-,-,1986
75,76,Manhunter,0,tt0091474,8620929,8620929,100,-,-,1986
76,77,Blue Velvet,6000000,tt0090756,8551228,8551228,100,-,-,1986
77,78,Care Bears Movie II A New Generation,0,tt0090799,8540346,8540346,100,-,-,1986
78,79,Wise Guys,0,tt0092226,8475466,8475466,100,-,-,1986
79,80,Something Wild,0,tt0091983,8362969,8362969,100,-,-,1986
80,81,Lucas,0,tt0091445,8200000,8200000,100,-,-,1986
81,82,Haunted Honeymoon,0,tt0091178,8033397,8033397,100,-,-,1986
82,83,The Texas Chainsaw Massacre 2,4700000,tt0092076,8025872,8025872,100,-,-,1986
83,84,The Best of Times,0,tt0090713,7790931,7790931,100,-,-,1986
84,85,Quicksilver,0,tt0091814,7634909,7634909,100,-,-,1986
85,86,Maximum Overdrive,0,tt0091499,7433663,7433663,100,-,-,1986
86,87,Witchboard,0,tt0090327,7369373,7369373,100,-,-,1986
87,88,The Boy Who Could Fly,0,tt0090768,7177431,7177431,100,-,-,1986
88,89,The Name of the Rose,0,tt0091605,7153487,7153487,100,-,-,1986
89,90,Shes Gotta Have It,0,tt0091939,7137502,7137502,100,-,-,1986
90,91,Blue City,0,tt0090753,6947787,6947787,100,-,-,1986
91,92,Trick or Treat,0,tt0092112,6797218,6797218,100,-,-,1986
92,93,9 Weeks,0,tt0091635,6735922,6735922,100,-,-,1986
93,94,Black Moon Rising,0,tt0090735,6637565,6637565,100,-,-,1986
94,95,Just Between Friends,0,tt0091310,6408791,6408791,100,-,-,1986
95,96,A Fine Mess,0,tt0091051,6029824,6029824,100,-,-,1986
96,97,My Little Pony The Movie,0,tt0091584,5958456,5958456,100,-,-,1986
97,98,Highlander,0,tt0091203,5900000,5900000,100,-,-,1986
98,99,The Transformers The Movie,0,tt0092106,5849647,5849647,100,-,-,1986
99,100,The Hitcher,0,tt0091209,5844868,5844868,100,-,-,1986
100,101,Crossroads,0,tt0090888,5839031,5839031,100,-,-,1986
101,102,Mona Lisa,0,tt0091538,5794184,5794184,100,-,-,1986
102,103,Troll,0,tt0092115,5450815,5450815,100,-,-,1986
103,104,52 Pick-Up,0,tt0090567,5186646,5186646,100,-,-,1986
104,105,Out of Bounds,0,tt0091706,5099316,5099316,100,-,-,1986
105,106,Vamp,0,tt0092147,4941117,4941117,100,-,-,1986
106,107,Invaders from Mars,0,tt0091276,4884663,4884663,100,-,-,1986
107,108,Band of the Hand,0,tt0090693,4865912,4865912,100,-,-,1986
108,109,American Anthem,0,tt0090631,4845724,4845724,100,-,-,1986
109,110,Off Beat,0,tt0091668,4842778,4842778,100,-,-,1986
110,111,My Chauffeur,0,tt0091579,4781448,4781448,100,-,-,1986
111,112,Violets Are Blue...,0,tt0092173,4743287,4743287,100,-,-,1986
112,113,King Kong Lives,0,tt0091344,4711220,4711220,100,-,-,1986
113,114,Avenging Force,0,tt0090678,4679650,4679650,100,-,-,1986
114,115,No Retreat No Surrender,0,tt0089695,4662137,4662137,100,-,-,1986
115,116,Fire with Fire,0,tt0091053,4636169,4636169,100,-,-,1986
116,117,Eliminators,0,tt0091003,4601256,4601256,100,-,-,1986
117,118,Thats Life,0,tt0092079,4079895,4079895,100,-,-,1986
118,119,Tai-Pan,0,tt0092042,4007250,4007250,100,-,-,1986
119,120,The Manhattan Project,0,tt0091472,3900000,3900000,100,-,-,1986
120,121,Power,0,tt0091786,3800000,3800000,100,-,-,1986
121,122,The Wraith,0,tt0092240,3500000,3500000,100,-,-,1986
122,123,Head Office,0,tt0091183,3393807,3393807,100,-,-,1986
123,124,Born American,0,tt0091313,3388020,3388020,100,-,-,1986
124,125,Round Midnight,0,tt0090557,3272593,3272593,100,-,-,1986
125,126,The Naked Cage,0,tt0091603,3136701,3136701,100,-,-,1986
126,127,Bullies,0,tt0090779,2995527,2995527,100,-,-,1986
127,128,Sid and Nancy,4000000,tt0091954,2826523,2826523,100,-,-,1986
128,129,Deadtime Stories,0,tt0092850,2750741,2750741,100,-,-,1986
129,130,Playing for Keeps,0,tt0091767,2669366,2669366,100,-,-,1986
130,131,Heathcliff The Movie,0,tt0104401,2610686,2610686,100,-,-,1986
131,132,The Mens Club,0,tt0091508,2556361,2556361,100,-,-,1986
132,133,Streets of Gold,0,tt0092022,2546238,2546238,100,-,-,1986
133,134,True Stories,0,tt0092117,2545142,2545142,100,-,-,1986
134,135,Reform School Girls,0,tt0091836,2510433,2510433,100,-,-,1986
135,136,P.O.W. the Escape,0,tt0091713,2497233,2497233,100,-,-,1986
136,137,Desert Hearts,0,tt0089015,2492088,2492088,100,-,-,1986
137,138,My Beautiful Laundrette,0,tt0091578,2451545,2451545,100,-,-,1986
138,139,Hey There Its Yogi Bear,0,tt0154587,2438233,2438233,100,-,-,1986
139,140,Dangerously Close,0,tt0090904,2390525,2390525,100,-,-,1986
140,141,At Close Range,0,tt0090670,2347000,2347000,100,-,-,1986
141,142,Shanghai Surprise,17000000,tt0091934,2315683,2315683,100,-,-,1986
142,143,Sky Bandits,18000000,tt0091963,2295500,2295500,100,-,-,1986
143,144,Nomads,0,tt0091647,2278264,2278264,100,-,-,1986
144,145,Turtle Diary,0,tt0090219,2156772,2156772,100,-,-,1986
145,146,Three Men and a Cradle,0,tt0090206,2052466,2052466,100,-,-,1986
146,147,Rad,0,tt0091817,2015882,2015882,100,-,-,1986
147,148,Betty Blue,0,tt0090563,2003822,2003822,100,-,-,1986
148,149,The Clan of the Cave Bear,0,tt0090848,1953732,1953732,100,-,-,1986
149,150,Jake Speed,0,tt0091282,1943751,1943751,100,-,-,1986
150,151,The Decline of the American Empire,0,tt0090985,1902706,1902706,100,-,-,1986
151,152,Quiet Cool,0,tt0091815,1900000,1900000,100,-,-,1986
152,153,Link,0,tt0091415,1720450,1720450,100,-,-,1986
153,154,Pirates,40000000,tt0091757,1641825,1641825,100,-,-,1986
154,155,Solarbabies,0,tt0091981,1579260,1579260,100,-,-,1986
155,156,Salvador,0,tt0091886,1500000,1500000,100,-,-,1986
156,157,Clockwise,0,tt0090852,1476356,1476356,100,-,-,1986
157,158,Down by Law,0,tt0090967,1435668,1435668,100,-,-,1986
158,159,GoBots Battle of the Rock Lords,0,tt0091123,1338264,1338264,100,-,-,1986
159,160,8 Million Ways to Die,0,tt0090568,1305114,1305114,100,-,-,1986
160,161,Native Son,0,tt0091613,1301121,1301121,100,-,-,1986
161,162,The Adventures of the American Rabbit,0,tt0166948,1268443,1268443,100,-,-,1986
162,163,From Beyond,0,tt0091083,1261000,1261000,100,-,-,1986
163,164,Water,0,tt0090297,1256862,1256862,100,-,-,1986
164,165,Touch and Go,0,tt0092104,1254040,1254040,100,-,-,1986
165,166,Home of the Brave A Film by Laurie Anderson,0,tt0091216,1250000,1250000,100,-,-,1986
166,167,Belizaire the Cajun,0,tt0090710,1142243,1142243,100,-,-,1986
167,168,Half Moon Street,0,tt0091164,1131399,1131399,100,-,-,1986
168,169,Absolute Beginners,0,tt0090585,930211,930211,100,-,-,1986
169,170,Marlene,0,tt0085905,852676,852676,100,-,-,1986
170,171,The Adventures of Mark Twain,0,tt0088678,849915,849915,100,-,-,1986
171,172,Ginger  Fred,0,tt0091113,837623,837623,100,-,-,1986
172,173,Nutcracker,0,tt0091658,781727,781727,100,-,-,1986
173,174,Defense of the Realm,0,tt0089009,750000,750000,100,-,-,1986
174,175,Where the River Runs Black,0,tt0092205,676166,676166,100,-,-,1986
175,176,Modern Girls,0,tt0091534,604849,604849,100,-,-,1986
176,177,Knights of the City,0,tt0091351,601451,601451,100,-,-,1986
177,178,Code Name Wild Geese,0,tt0087068,600000,600000,100,-,-,1986
178,179,Night of the Creeps,0,tt0091630,591366,591366,100,-,-,1986
179,180,Nobodys Fool,0,tt0091642,563358,563358,100,-,-,1986
180,181,The Assault,0,tt0090576,512403,512403,100,-,-,1986
181,182,Dream Lover,0,tt0090970,502237,502237,100,-,-,1986
182,183,night Mother,0,tt0090556,441863,441863,100,-,-,1986
183,184,Desert Bloom,0,tt0090934,416393,416393,100,-,-,1986
184,185,Weekend Warriors,0,tt0092195,351623,351623,100,-,-,1986
185,186,La Cage aux Folles 3 The Wedding,0,tt0088873,345280,345280,100,-,-,1986
186,187,TerrorVision,0,tt0092074,320256,320256,100,-,-,1986
187,188,Every Time We Say Goodbye,0,tt0091019,278623,278623,100,-,-,1986
188,189,Lady Jane,0,tt0091374,277646,277646,100,-,-,1986
189,190,WillyMilly,0,tt0092216,277405,277405,100,-,-,1986
190,191,The Boy in Blue,0,tt0090769,275000,275000,100,-,-,1986
191,192,The Gospel According to Vic,0,tt0089221,267249,267249,100,-,-,1986
192,193,Radioactive Dreams,0,tt0091818,220038,220038,100,-,-,1986
193,194,The Girl in the Picture,0,tt0091116,202428,202428,100,-,-,1986
194,195,The Mission 2008 Re-release,0,tt0091530,141112,-,-,141112,100,1986
195,196,Lets Get Harry,0,tt0091400,140980,140980,100,-,-,1986
196,197,Stewardess School,0,tt0094037,136158,136158,100,-,-,1986
197,198,Jocks,0,tt0223571,120808,120808,100,-,-,1986
198,199,Stripper,0,tt0090092,90000,90000,100,-,-,1986
199,200,16 Days of Glory,0,tt0090559,83857,83857,100,-,-,1986
0,1,Three Men and a Baby,11000000,tt0094137,167780960,167780960,100,-,-,1987
1,2,Fatal Attraction,0,tt0093010,156645693,156645693,100,-,-,1987
2,3,Beverly Hills Cop II,0,tt0092644,153665036,153665036,100,-,-,1987
3,4,Good Morning Vietnam,0,tt0093105,123922370,123922370,100,-,-,1987
4,5,Moonstruck,0,tt0093565,80640528,80640528,100,-,-,1987
5,6,The Untouchables,0,tt0094226,76270454,76270454,100,-,-,1987
6,7,The Secret of My Success,0,tt0093936,66995879,66995879,100,-,-,1987
7,8,Stakeout,0,tt0094025,65673233,65673233,100,-,-,1987
8,9,Lethal Weapon,0,tt0093409,65207127,65207127,100,-,-,1987
9,10,The Witches of Eastwick,0,tt0094332,63766510,63766510,100,-,-,1987
10,11,Dirty Dancing,6000000,tt0092890,63446382,63446382,100,-,-,1987
11,12,Predator,15000000,tt0093773,59735548,59735548,100,-,-,1987
12,13,Throw Momma from the Train,0,tt0094142,57915972,57915972,100,-,-,1987
13,14,Dragnet,0,tt0092925,57387516,57387516,100,-,-,1987
14,15,La Bamba,0,tt0093378,54215416,54215416,100,-,-,1987
15,16,RoboCop,13000000,tt0093870,53424681,53424681,100,-,-,1987
16,17,Outrageous Fortune,0,tt0093690,52864741,52864741,100,-,-,1987
17,18,Broadcast News,0,tt0092699,51249404,51249404,100,-,-,1987
18,19,The Living Daylights,0,tt0093428,51185897,51185897,100,-,-,1987
19,20,Eddie Murphy Raw,0,tt0092948,50504655,50504655,100,-,-,1987
20,21,Planes Trains  Automobiles,0,tt0093748,49530280,49530280,100,-,-,1987
21,22,Snow White and the Seven Dwarfs 1987 Re-release,0,tt0029583,46594212,46594212,100,-,-,1987
22,23,Full Metal Jacket,30000000,tt0093058,46357676,46357676,100,-,-,1987
23,24,A Nightmare on Elm Street 3 Dream Warriors,0,tt0093629,44793222,44793222,100,-,-,1987
24,25,The Last Emperor,0,tt0093389,43984230,43984230,100,-,-,1987
25,26,Wall Street,0,tt0094291,43848069,43848069,100,-,-,1987
26,27,Mannequin,0,tt0093493,42721196,42721196,100,-,-,1987
27,28,Roxanne,0,tt0093886,40050884,40050884,100,-,-,1987
28,29,Blind Date,0,tt0092666,39321715,39321715,100,-,-,1987
29,30,The Running Man,27000000,tt0093894,38122105,38122105,100,-,-,1987
30,31,Spaceballs,0,tt0094012,38119483,38119483,100,-,-,1987
31,32,Summer School,0,tt0094072,35659098,35659098,100,-,-,1987
32,33,No Way Out,0,tt0093640,35509515,35509515,100,-,-,1987
33,34,Like Father Like Son,0,tt0093418,34377585,34377585,100,-,-,1987
34,35,Adventures in Babysitting,0,tt0092513,34368475,34368475,100,-,-,1987
35,36,Cinderella 1987 Re-release,0,tt0042332,34101149,34101149,100,-,-,1987
36,37,batteries not included,0,tt0092494,32945797,32945797,100,-,-,1987
37,38,The Lost Boys,0,tt0093437,32222567,32222567,100,-,-,1987
38,39,Cant Buy Me Love,0,tt0092718,31623833,31623833,100,-,-,1987
39,40,Nuts,0,tt0093660,30950002,30950002,100,-,-,1987
40,41,The Princess Bride,0,tt0093779,30857814,30857814,100,-,-,1987
41,42,Revenge of the Nerds II Nerds in Paradise,0,tt0093857,30063289,30063289,100,-,-,1987
42,43,Harry and the Hendersons,0,tt0093148,29760613,29760613,100,-,-,1987
43,44,Police Academy 4 Citizens on Patrol,0,tt0093756,28061343,28061343,100,-,-,1987
44,45,Overboard,0,tt0093693,26713187,26713187,100,-,-,1987
45,46,Baby Boom,0,tt0092605,26712476,26712476,100,-,-,1987
46,47,Innerspace,0,tt0093260,25893810,25893810,100,-,-,1987
47,48,Tin Men,0,tt0094155,25411386,25411386,100,-,-,1987
48,49,Black Widow,0,tt0090738,25205460,25205460,100,-,-,1987
49,50,Ernest Goes to Camp,0,tt0092974,23509382,23509382,100,-,-,1987
50,51,Raising Arizona,0,tt0093822,22847564,22847564,100,-,-,1987
51,52,Benji the Hunted,0,tt0092638,22257624,22257624,100,-,-,1987
52,53,Empire of the Sun,0,tt0092965,22238696,22238696,100,-,-,1987
53,54,Jaws The Revenge,0,tt0093300,20763013,20763013,100,-,-,1987
54,55,Hello Again,0,tt0093175,20419446,20419446,100,-,-,1987
55,56,Critical Condition,0,tt0092798,20240502,20240502,100,-,-,1987
56,57,The Principal,0,tt0093780,19734940,19734940,100,-,-,1987
57,58,Suspect,0,tt0094082,18782400,18782400,100,-,-,1987
58,59,The Believers,0,tt0092632,18753438,18753438,100,-,-,1987
59,60,Some Kind of Wonderful,0,tt0094006,18553948,18553948,100,-,-,1987
60,61,Project X,0,tt0093793,18532286,18532286,100,-,-,1987
61,62,The Big Easy,0,tt0092654,17685307,17685307,100,-,-,1987
62,63,The Aristocats 1987 Re-release,0,tt0065421,17452658,17452658,100,-,-,1987
63,64,Born in East L.A.,0,tt0092690,17355263,17355263,100,-,-,1987
64,65,Masters of the Universe,0,tt0093507,17336370,17336370,100,-,-,1987
65,66,Angel Heart,17000000,tt0092563,17185632,17185632,100,-,-,1987
66,67,Burglar,0,tt0092710,16337355,16337355,100,-,-,1987
67,68,Over the Top,0,tt0093692,16057580,16057580,100,-,-,1987
68,69,Superman IV The Quest for Peace,17000000,tt0094074,15681020,15681020,100,-,-,1987
69,70,Flowers in the Attic,0,tt0093036,15151736,15151736,100,-,-,1987
70,71,Radio Days,0,tt0093818,14792779,14792779,100,-,-,1987
71,72,Hellraiser,0,tt0093177,14564027,14564027,100,-,-,1987
72,73,Ishtar,55000000,tt0093278,14375181,14375181,100,-,-,1987
73,74,Prince of Darkness,0,tt0093777,14182492,14182492,100,-,-,1987
74,75,Creepshow 2,0,tt0092796,14000000,14000000,100,-,-,1987
75,76,Hamburger Hill,0,tt0093137,13839404,13839404,100,-,-,1987
76,77,The Gate,0,tt0093075,13539458,13539458,100,-,-,1987
77,78,The Pick-up Artist,0,tt0093737,13290368,13290368,100,-,-,1987
78,79,Back to the Beach,0,tt0092608,13110903,13110903,100,-,-,1987
79,80,The Bedroom Window,0,tt0092627,12640385,12640385,100,-,-,1987
80,81,The Fourth Protocol,0,tt0093044,12423831,12423831,100,-,-,1987
81,82,Less Than Zero,0,tt0093407,12396383,12396383,100,-,-,1987
82,83,Fatal Beauty,0,tt0093011,12046526,12046526,100,-,-,1987
83,84,Extreme Prejudice,0,tt0092997,11307844,11307844,100,-,-,1987
84,85,Light of Day,0,tt0093415,10489617,10489617,100,-,-,1987
85,86,Disorderlies,0,tt0092897,10348437,10348437,100,-,-,1987
86,87,Someone to Watch Over Me,0,tt0094008,10278549,10278549,100,-,-,1987
87,88,Hope and Glory,0,tt0093209,10021120,10021120,100,-,-,1987
